count, name, index, memory.total [MiB], memory.used [MiB], utilization.gpu [%], utilization.memory [%], power.management, power.draw [W]
8, A100-SXM-80GB, 1, 81252 MiB, 2200 MiB, 94 %, 65 %, Enabled, 318.44 W
8, A100-SXM-80GB, 2, 81252 MiB, 2200 MiB, 93 %, 64 %, Enabled, 289.27 W
8, A100-SXM-80GB, 3, 81252 MiB, 2200 MiB, 94 %, 65 %, Enabled, 324.15 W
8, A100-SXM-80GB, 4, 81252 MiB, 2200 MiB, 94 %, 65 %, Enabled, 332.51 W
8, A100-SXM-80GB, 5, 81252 MiB, 2200 MiB, 93 %, 64 %, Enabled, 324.95 W
8, A100-SXM-80GB, 6, 81252 MiB, 2200 MiB, 94 %, 65 %, Enabled, 315.01 W
8, A100-SXM-80GB, 7, 81252 MiB, 2200 MiB, 87 %, 63 %, Enabled, 307.49 W
8, A100-SXM-80GB, 0, 81252 MiB, 2200 MiB, 88 %, 63 %, Enabled, 319.90 W
8, A100-SXM-80GB, 1, 81252 MiB, 2200 MiB, 93 %, 64 %, Enabled, 318.77 W
8, A100-SXM-80GB, 2, 81252 MiB, 2200 MiB, 93 %, 64 %, Enabled, 289.27 W
8, A100-SXM-80GB, 3, 81252 MiB, 2200 MiB, 94 %, 64 %, Enabled, 324.15 W
8, A100-SXM-80GB, 4, 81252 MiB, 2200 MiB, 94 %, 65 %, Enabled, 335.91 W
8, A100-SXM-80GB, 5, 81252 MiB, 2200 MiB, 93 %, 64 %, Enabled, 327.66 W
8, A100-SXM-80GB, 6, 81252 MiB, 2200 MiB, 94 %, 65 %, Enabled, 315.01 W
8, A100-SXM-80GB, 7, 81252 MiB, 2200 MiB, 87 %, 63 %, Enabled, 312.34 W
8, A100-SXM-80GB, 0, 81252 MiB, 2200 MiB, 88 %, 63 %, Enabled, 319.90 W
8, A100-SXM-80GB, 1, 81252 MiB, 2200 MiB, 93 %, 64 %, Enabled, 318.77 W
8, A100-SXM-80GB, 2, 81252 MiB, 2200 MiB, 93 %, 64 %, Enabled, 272.27 W
8, A100-SXM-80GB, 3, 81252 MiB, 2200 MiB, 94 %, 64 %, Enabled, 320.51 W
8, A100-SXM-80GB, 4, 81252 MiB, 2200 MiB, 94 %, 65 %, Enabled, 335.91 W
8, A100-SXM-80GB, 5, 81252 MiB, 2200 MiB, 93 %, 64 %, Enabled, 327.66 W
8, A100-SXM-80GB, 6, 81252 MiB, 2200 MiB, 91 %, 63 %, Enabled, 315.01 W
8, A100-SXM-80GB, 7, 81252 MiB, 2200 MiB, 87 %, 63 %, Enabled, 312.34 W
8, A100-SXM-80GB, 0, 81252 MiB, 2200 MiB, 85 %, 62 %, Enabled, 318.05 W
8, A100-SXM-80GB, 1, 81252 MiB, 2200 MiB, 93 %, 64 %, Enabled, 320.89 W
8, A100-SXM-80GB, 2, 81252 MiB, 2200 MiB, 93 %, 64 %, Enabled, 272.27 W
8, A100-SXM-80GB, 3, 81252 MiB, 2200 MiB, 94 %, 64 %, Enabled, 320.51 W
8, A100-SXM-80GB, 4, 81252 MiB, 2200 MiB, 94 %, 65 %, Enabled, 335.91 W
8, A100-SXM-80GB, 5, 81252 MiB, 2200 MiB, 93 %, 64 %, Enabled, 329.77 W
8, A100-SXM-80GB, 6, 81252 MiB, 2200 MiB, 91 %, 63 %, Enabled, 315.01 W
8, A100-SXM-80GB, 7, 81252 MiB, 2200 MiB, 87 %, 63 %, Enabled, 311.74 W
8, A100-SXM-80GB, 0, 81252 MiB, 2200 MiB, 85 %, 62 %, Enabled, 318.05 W
8, A100-SXM-80GB, 1, 81252 MiB, 2200 MiB, 93 %, 64 %, Enabled, 320.89 W
8, A100-SXM-80GB, 2, 81252 MiB, 2200 MiB, 93 %, 64 %, Enabled, 315.06 W
8, A100-SXM-80GB, 3, 81252 MiB, 2200 MiB, 94 %, 64 %, Enabled, 320.51 W
8, A100-SXM-80GB, 4, 81252 MiB, 2200 MiB, 92 %, 63 %, Enabled, 335.30 W
8, A100-SXM-80GB, 5, 81252 MiB, 2200 MiB, 93 %, 64 %, Enabled, 329.77 W
8, A100-SXM-80GB, 6, 81252 MiB, 2200 MiB, 91 %, 63 %, Enabled, 315.01 W
8, A100-SXM-80GB, 7, 81252 MiB, 2200 MiB, 87 %, 63 %, Enabled, 311.74 W
8, A100-SXM-80GB, 0, 81252 MiB, 2200 MiB, 85 %, 62 %, Enabled, 318.05 W
8, A100-SXM-80GB, 1, 81252 MiB, 2200 MiB, 93 %, 64 %, Enabled, 320.89 W
8, A100-SXM-80GB, 2, 81252 MiB, 2200 MiB, 93 %, 64 %, Enabled, 315.06 W
8, A100-SXM-80GB, 3, 81252 MiB, 2200 MiB, 94 %, 64 %, Enabled, 326.55 W
8, A100-SXM-80GB, 4, 81252 MiB, 2200 MiB, 92 %, 63 %, Enabled, 335.30 W
8, A100-SXM-80GB, 5, 81252 MiB, 2200 MiB, 93 %, 64 %, Enabled, 329.77 W
8, A100-SXM-80GB, 6, 81252 MiB, 2200 MiB, 91 %, 63 %, Enabled, 318.05 W
8, A100-SXM-80GB, 7, 81252 MiB, 2200 MiB, 88 %, 63 %, Enabled, 311.74 W
8, A100-SXM-80GB, 0, 81252 MiB, 2200 MiB, 85 %, 62 %, Enabled, 316.26 W
8, A100-SXM-80GB, 1, 81252 MiB, 2200 MiB, 93 %, 64 %, Enabled, 318.77 W
8, A100-SXM-80GB, 2, 81252 MiB, 2200 MiB, 93 %, 64 %, Enabled, 315.06 W
8, A100-SXM-80GB, 3, 81252 MiB, 2200 MiB, 93 %, 64 %, Enabled, 326.55 W
8, A100-SXM-80GB, 4, 81252 MiB, 2200 MiB, 92 %, 63 %, Enabled, 335.91 W
8, A100-SXM-80GB, 5, 81252 MiB, 2200 MiB, 93 %, 64 %, Enabled, 326.79 W
8, A100-SXM-80GB, 6, 81252 MiB, 2200 MiB, 91 %, 63 %, Enabled, 318.05 W
8, A100-SXM-80GB, 7, 81252 MiB, 2200 MiB, 88 %, 63 %, Enabled, 313.21 W
8, A100-SXM-80GB, 0, 81252 MiB, 2200 MiB, 85 %, 62 %, Enabled, 316.26 W
8, A100-SXM-80GB, 1, 81252 MiB, 2200 MiB, 93 %, 64 %, Enabled, 318.77 W
8, A100-SXM-80GB, 2, 81252 MiB, 2200 MiB, 93 %, 64 %, Enabled, 315.99 W
8, A100-SXM-80GB, 3, 81252 MiB, 2200 MiB, 93 %, 64 %, Enabled, 326.55 W
8, A100-SXM-80GB, 4, 81252 MiB, 2200 MiB, 92 %, 63 %, Enabled, 335.91 W
8, A100-SXM-80GB, 5, 81252 MiB, 2200 MiB, 93 %, 64 %, Enabled, 326.79 W
8, A100-SXM-80GB, 6, 81252 MiB, 2200 MiB, 91 %, 63 %, Enabled, 318.05 W
8, A100-SXM-80GB, 7, 81252 MiB, 2200 MiB, 88 %, 63 %, Enabled, 313.21 W
8, A100-SXM-80GB, 0, 81252 MiB, 2200 MiB, 85 %, 62 %, Enabled, 316.26 W
8, A100-SXM-80GB, 1, 81252 MiB, 2200 MiB, 93 %, 64 %, Enabled, 318.77 W
8, A100-SXM-80GB, 2, 81252 MiB, 2200 MiB, 93 %, 64 %, Enabled, 315.99 W
8, A100-SXM-80GB, 3, 81252 MiB, 2200 MiB, 93 %, 64 %, Enabled, 322.62 W
8, A100-SXM-80GB, 4, 81252 MiB, 2200 MiB, 92 %, 63 %, Enabled, 335.91 W
8, A100-SXM-80GB, 5, 81252 MiB, 2200 MiB, 93 %, 64 %, Enabled, 326.79 W
8, A100-SXM-80GB, 6, 81252 MiB, 2200 MiB, 95 %, 66 %, Enabled, 318.38 W
8, A100-SXM-80GB, 7, 81252 MiB, 2200 MiB, 88 %, 63 %, Enabled, 313.21 W
8, A100-SXM-80GB, 0, 81252 MiB, 2200 MiB, 88 %, 64 %, Enabled, 320.77 W
8, A100-SXM-80GB, 1, 81252 MiB, 2200 MiB, 93 %, 64 %, Enabled, 319.97 W
8, A100-SXM-80GB, 2, 81252 MiB, 2200 MiB, 93 %, 64 %, Enabled, 315.99 W
8, A100-SXM-80GB, 3, 81252 MiB, 2200 MiB, 93 %, 64 %, Enabled, 322.62 W
8, A100-SXM-80GB, 4, 81252 MiB, 2200 MiB, 95 %, 66 %, Enabled, 336.18 W
8, A100-SXM-80GB, 5, 81252 MiB, 2200 MiB, 93 %, 64 %, Enabled, 328.31 W
8, A100-SXM-80GB, 6, 81252 MiB, 2200 MiB, 95 %, 66 %, Enabled, 318.38 W
8, A100-SXM-80GB, 7, 81252 MiB, 2200 MiB, 88 %, 63 %, Enabled, 315.06 W
8, A100-SXM-80GB, 0, 81252 MiB, 2200 MiB, 88 %, 64 %, Enabled, 320.77 W
8, A100-SXM-80GB, 1, 81252 MiB, 2200 MiB, 93 %, 64 %, Enabled, 319.97 W
8, A100-SXM-80GB, 2, 81252 MiB, 2200 MiB, 95 %, 65 %, Enabled, 317.78 W
8, A100-SXM-80GB, 3, 81252 MiB, 2200 MiB, 93 %, 64 %, Enabled, 327.80 W
8, A100-SXM-80GB, 4, 81252 MiB, 2200 MiB, 95 %, 66 %, Enabled, 336.18 W
8, A100-SXM-80GB, 5, 81252 MiB, 2200 MiB, 95 %, 65 %, Enabled, 328.31 W
8, A100-SXM-80GB, 6, 81252 MiB, 2200 MiB, 95 %, 66 %, Enabled, 317.78 W
8, A100-SXM-80GB, 7, 81252 MiB, 2200 MiB, 89 %, 64 %, Enabled, 315.06 W
8, A100-SXM-80GB, 0, 81252 MiB, 2200 MiB, 88 %, 64 %, Enabled, 319.25 W
8, A100-SXM-80GB, 1, 81252 MiB, 2200 MiB, 93 %, 64 %, Enabled, 319.97 W
8, A100-SXM-80GB, 2, 81252 MiB, 2200 MiB, 95 %, 65 %, Enabled, 317.78 W
8, A100-SXM-80GB, 3, 81252 MiB, 2200 MiB, 95 %, 65 %, Enabled, 327.80 W
8, A100-SXM-80GB, 4, 81252 MiB, 2200 MiB, 95 %, 66 %, Enabled, 336.18 W
8, A100-SXM-80GB, 5, 81252 MiB, 2200 MiB, 95 %, 65 %, Enabled, 325.86 W
8, A100-SXM-80GB, 6, 81252 MiB, 2200 MiB, 95 %, 66 %, Enabled, 317.78 W
8, A100-SXM-80GB, 7, 81252 MiB, 2200 MiB, 89 %, 64 %, Enabled, 313.22 W
8, A100-SXM-80GB, 0, 81252 MiB, 2200 MiB, 88 %, 64 %, Enabled, 319.25 W
8, A100-SXM-80GB, 1, 81252 MiB, 2200 MiB, 95 %, 65 %, Enabled, 319.97 W
8, A100-SXM-80GB, 2, 81252 MiB, 2200 MiB, 95 %, 65 %, Enabled, 316.59 W
8, A100-SXM-80GB, 3, 81252 MiB, 2200 MiB, 95 %, 65 %, Enabled, 327.80 W
8, A100-SXM-80GB, 4, 81252 MiB, 2200 MiB, 95 %, 66 %, Enabled, 335.57 W
8, A100-SXM-80GB, 5, 81252 MiB, 2200 MiB, 95 %, 65 %, Enabled, 325.86 W
8, A100-SXM-80GB, 6, 81252 MiB, 2200 MiB, 95 %, 66 %, Enabled, 317.78 W
8, A100-SXM-80GB, 7, 81252 MiB, 2200 MiB, 89 %, 64 %, Enabled, 313.22 W
8, A100-SXM-80GB, 0, 81252 MiB, 2200 MiB, 88 %, 64 %, Enabled, 319.25 W
8, A100-SXM-80GB, 1, 81252 MiB, 2200 MiB, 95 %, 65 %, Enabled, 319.97 W
8, A100-SXM-80GB, 2, 81252 MiB, 2200 MiB, 95 %, 65 %, Enabled, 316.59 W
8, A100-SXM-80GB, 3, 81252 MiB, 2200 MiB, 95 %, 65 %, Enabled, 324.76 W
8, A100-SXM-80GB, 4, 81252 MiB, 2200 MiB, 95 %, 66 %, Enabled, 335.57 W
8, A100-SXM-80GB, 5, 81252 MiB, 2200 MiB, 95 %, 65 %, Enabled, 325.86 W
8, A100-SXM-80GB, 6, 81252 MiB, 2200 MiB, 95 %, 66 %, Enabled, 319.25 W
8, A100-SXM-80GB, 7, 81252 MiB, 2200 MiB, 89 %, 64 %, Enabled, 313.22 W
8, A100-SXM-80GB, 0, 81252 MiB, 2200 MiB, 88 %, 64 %, Enabled, 318.05 W
8, A100-SXM-80GB, 1, 81252 MiB, 2200 MiB, 95 %, 65 %, Enabled, 319.65 W
8, A100-SXM-80GB, 2, 81252 MiB, 2200 MiB, 95 %, 65 %, Enabled, 316.59 W
8, A100-SXM-80GB, 3, 81252 MiB, 2200 MiB, 95 %, 65 %, Enabled, 324.76 W
8, A100-SXM-80GB, 4, 81252 MiB, 2200 MiB, 95 %, 66 %, Enabled, 335.30 W
8, A100-SXM-80GB, 5, 81252 MiB, 2200 MiB, 95 %, 65 %, Enabled, 327.06 W
8, A100-SXM-80GB, 6, 81252 MiB, 2200 MiB, 95 %, 66 %, Enabled, 319.25 W
8, A100-SXM-80GB, 7, 81252 MiB, 2200 MiB, 89 %, 64 %, Enabled, 313.21 W
8, A100-SXM-80GB, 0, 81252 MiB, 2200 MiB, 88 %, 64 %, Enabled, 318.05 W
8, A100-SXM-80GB, 1, 81252 MiB, 2200 MiB, 95 %, 65 %, Enabled, 319.65 W
8, A100-SXM-80GB, 2, 81252 MiB, 2200 MiB, 95 %, 65 %, Enabled, 319.04 W
8, A100-SXM-80GB, 3, 81252 MiB, 2200 MiB, 95 %, 65 %, Enabled, 324.76 W
8, A100-SXM-80GB, 4, 81252 MiB, 2200 MiB, 94 %, 65 %, Enabled, 335.30 W
8, A100-SXM-80GB, 5, 81252 MiB, 2200 MiB, 95 %, 66 %, Enabled, 327.06 W
8, A100-SXM-80GB, 6, 81252 MiB, 2200 MiB, 95 %, 66 %, Enabled, 319.25 W
8, A100-SXM-80GB, 7, 81252 MiB, 2200 MiB, 89 %, 64 %, Enabled, 313.21 W
8, A100-SXM-80GB, 0, 81252 MiB, 2200 MiB, 88 %, 64 %, Enabled, 318.05 W
8, A100-SXM-80GB, 1, 81252 MiB, 2200 MiB, 95 %, 65 %, Enabled, 319.65 W
8, A100-SXM-80GB, 2, 81252 MiB, 2200 MiB, 92 %, 63 %, Enabled, 319.04 W
8, A100-SXM-80GB, 3, 81252 MiB, 2200 MiB, 95 %, 65 %, Enabled, 283.52 W
8, A100-SXM-80GB, 4, 81252 MiB, 2200 MiB, 94 %, 65 %, Enabled, 335.30 W
8, A100-SXM-80GB, 5, 81252 MiB, 2200 MiB, 95 %, 66 %, Enabled, 327.06 W
8, A100-SXM-80GB, 6, 81252 MiB, 2200 MiB, 95 %, 66 %, Enabled, 304.72 W
8, A100-SXM-80GB, 7, 81252 MiB, 2200 MiB, 86 %, 62 %, Enabled, 313.21 W
8, A100-SXM-80GB, 0, 81252 MiB, 2200 MiB, 88 %, 64 %, Enabled, 305.05 W
8, A100-SXM-80GB, 1, 81252 MiB, 2200 MiB, 92 %, 63 %, Enabled, 312.06 W
8, A100-SXM-80GB, 2, 81252 MiB, 2200 MiB, 92 %, 63 %, Enabled, 319.04 W
8, A100-SXM-80GB, 3, 81252 MiB, 2200 MiB, 92 %, 63 %, Enabled, 283.52 W
8, A100-SXM-80GB, 4, 81252 MiB, 2200 MiB, 94 %, 65 %, Enabled, 330.71 W
8, A100-SXM-80GB, 5, 81252 MiB, 2200 MiB, 95 %, 66 %, Enabled, 320.43 W
8, A100-SXM-80GB, 6, 81252 MiB, 2200 MiB, 95 %, 66 %, Enabled, 304.72 W
8, A100-SXM-80GB, 7, 81252 MiB, 2200 MiB, 86 %, 62 %, Enabled, 309.89 W
8, A100-SXM-80GB, 0, 81252 MiB, 2200 MiB, 88 %, 64 %, Enabled, 305.05 W
8, A100-SXM-80GB, 1, 81252 MiB, 2200 MiB, 92 %, 63 %, Enabled, 312.06 W
8, A100-SXM-80GB, 2, 81252 MiB, 2200 MiB, 92 %, 63 %, Enabled, 316.31 W
8, A100-SXM-80GB, 3, 81252 MiB, 2200 MiB, 92 %, 63 %, Enabled, 283.52 W
8, A100-SXM-80GB, 4, 81252 MiB, 2200 MiB, 94 %, 65 %, Enabled, 330.71 W
8, A100-SXM-80GB, 5, 81252 MiB, 2200 MiB, 95 %, 66 %, Enabled, 320.43 W
8, A100-SXM-80GB, 6, 81252 MiB, 2200 MiB, 95 %, 66 %, Enabled, 304.72 W
8, A100-SXM-80GB, 7, 81252 MiB, 2200 MiB, 86 %, 62 %, Enabled, 309.89 W
8, A100-SXM-80GB, 0, 81252 MiB, 2200 MiB, 88 %, 64 %, Enabled, 312.61 W
8, A100-SXM-80GB, 1, 81252 MiB, 2200 MiB, 92 %, 63 %, Enabled, 312.06 W
8, A100-SXM-80GB, 2, 81252 MiB, 2200 MiB, 92 %, 63 %, Enabled, 316.31 W
8, A100-SXM-80GB, 3, 81252 MiB, 2200 MiB, 92 %, 63 %, Enabled, 321.71 W
8, A100-SXM-80GB, 4, 81252 MiB, 2200 MiB, 94 %, 65 %, Enabled, 330.71 W
8, A100-SXM-80GB, 5, 81252 MiB, 2200 MiB, 95 %, 66 %, Enabled, 320.43 W
8, A100-SXM-80GB, 6, 81252 MiB, 2200 MiB, 91 %, 63 %, Enabled, 317.46 W
8, A100-SXM-80GB, 7, 81252 MiB, 2200 MiB, 86 %, 62 %, Enabled, 309.89 W
8, A100-SXM-80GB, 0, 81252 MiB, 2200 MiB, 85 %, 62 %, Enabled, 312.61 W
8, A100-SXM-80GB, 1, 81252 MiB, 2200 MiB, 92 %, 63 %, Enabled, 318.77 W
8, A100-SXM-80GB, 2, 81252 MiB, 2200 MiB, 92 %, 63 %, Enabled, 316.31 W
8, A100-SXM-80GB, 3, 81252 MiB, 2200 MiB, 92 %, 63 %, Enabled, 321.71 W
8, A100-SXM-80GB, 4, 81252 MiB, 2200 MiB, 91 %, 63 %, Enabled, 334.65 W
8, A100-SXM-80GB, 5, 81252 MiB, 2200 MiB, 95 %, 66 %, Enabled, 326.79 W
8, A100-SXM-80GB, 6, 81252 MiB, 2200 MiB, 91 %, 63 %, Enabled, 317.46 W
8, A100-SXM-80GB, 7, 81252 MiB, 2200 MiB, 86 %, 62 %, Enabled, 311.74 W
8, A100-SXM-80GB, 0, 81252 MiB, 2200 MiB, 85 %, 62 %, Enabled, 312.61 W
8, A100-SXM-80GB, 1, 81252 MiB, 2200 MiB, 92 %, 63 %, Enabled, 318.77 W
8, A100-SXM-80GB, 2, 81252 MiB, 2200 MiB, 92 %, 63 %, Enabled, 314.46 W
8, A100-SXM-80GB, 3, 81252 MiB, 2200 MiB, 92 %, 63 %, Enabled, 322.30 W
8, A100-SXM-80GB, 4, 81252 MiB, 2200 MiB, 91 %, 63 %, Enabled, 334.65 W
8, A100-SXM-80GB, 5, 81252 MiB, 2200 MiB, 91 %, 63 %, Enabled, 326.79 W
8, A100-SXM-80GB, 6, 81252 MiB, 2200 MiB, 91 %, 63 %, Enabled, 316.86 W
8, A100-SXM-80GB, 7, 81252 MiB, 2200 MiB, 88 %, 64 %, Enabled, 311.74 W
8, A100-SXM-80GB, 0, 81252 MiB, 2200 MiB, 85 %, 62 %, Enabled, 322.57 W
8, A100-SXM-80GB, 1, 81252 MiB, 2200 MiB, 92 %, 63 %, Enabled, 320.89 W
8, A100-SXM-80GB, 2, 81252 MiB, 2200 MiB, 94 %, 65 %, Enabled, 314.46 W
8, A100-SXM-80GB, 3, 81252 MiB, 2200 MiB, 94 %, 65 %, Enabled, 322.30 W
8, A100-SXM-80GB, 4, 81252 MiB, 2200 MiB, 91 %, 63 %, Enabled, 334.65 W
8, A100-SXM-80GB, 5, 81252 MiB, 2200 MiB, 91 %, 63 %, Enabled, 315.88 W
8, A100-SXM-80GB, 6, 81252 MiB, 2200 MiB, 91 %, 63 %, Enabled, 316.86 W
8, A100-SXM-80GB, 7, 81252 MiB, 2200 MiB, 88 %, 64 %, Enabled, 308.36 W
8, A100-SXM-80GB, 0, 81252 MiB, 2200 MiB, 85 %, 62 %, Enabled, 322.57 W
8, A100-SXM-80GB, 1, 81252 MiB, 2200 MiB, 94 %, 65 %, Enabled, 320.89 W
8, A100-SXM-80GB, 2, 81252 MiB, 2200 MiB, 94 %, 65 %, Enabled, 312.33 W
8, A100-SXM-80GB, 3, 81252 MiB, 2200 MiB, 94 %, 65 %, Enabled, 322.30 W
8, A100-SXM-80GB, 4, 81252 MiB, 2200 MiB, 91 %, 63 %, Enabled, 327.97 W
8, A100-SXM-80GB, 5, 81252 MiB, 2200 MiB, 91 %, 63 %, Enabled, 315.88 W
8, A100-SXM-80GB, 6, 81252 MiB, 2200 MiB, 91 %, 63 %, Enabled, 316.86 W
8, A100-SXM-80GB, 7, 81252 MiB, 2200 MiB, 88 %, 64 %, Enabled, 308.36 W
8, A100-SXM-80GB, 0, 81252 MiB, 2200 MiB, 85 %, 62 %, Enabled, 322.57 W
8, A100-SXM-80GB, 1, 81252 MiB, 2200 MiB, 94 %, 65 %, Enabled, 320.89 W
8, A100-SXM-80GB, 2, 81252 MiB, 2200 MiB, 94 %, 65 %, Enabled, 312.33 W
8, A100-SXM-80GB, 3, 81252 MiB, 2200 MiB, 94 %, 65 %, Enabled, 324.15 W
8, A100-SXM-80GB, 4, 81252 MiB, 2200 MiB, 91 %, 63 %, Enabled, 327.97 W
8, A100-SXM-80GB, 5, 81252 MiB, 2200 MiB, 91 %, 63 %, Enabled, 315.88 W
8, A100-SXM-80GB, 6, 81252 MiB, 2200 MiB, 94 %, 65 %, Enabled, 310.82 W
8, A100-SXM-80GB, 7, 81252 MiB, 2200 MiB, 88 %, 64 %, Enabled, 308.36 W
